"price_in_rp","address","district","city","lat","long","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","total_size"
6.64e+09,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,1,"1300 mah",1,"baru","timur",0,"unfurnished",111
3.27e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,1,"1300 mah",1,"baru","selatan",0,"unfurnished",97
3.32e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,1,"1300 mah",1,"baru","selatan",2,"unfurnished",97
4.8e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,1,"1300 mah",1,"sudah renovasi","utara",0,"semi furnished",144
2.2e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,1,"3500 mah",2,"bagus","barat",0,"semi furnished",392
1.95e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,2,"4400 mah",2,"bagus","utara",1,"unfurnished",420
1.8e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,1,"2200 mah",1,"bagus","selatan",0,"semi furnished",204
1.4e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,1,"2200 mah",1,"sudah renovasi","selatan",1,"unfurnished",280
1.4e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,1,"2200 mah",1,"sudah renovasi","selatan",1,"unfurnished",280
5e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,3,"3500 mah",2,"bagus","barat",0,"unfurnished",743
1.85e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,1,"5500 mah",1,"bagus","barat",0,"unfurnished",350
3.9e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,1,"1300 mah",1,"baru","timur",1,"unfurnished",109
2.75e+09,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,2,"3500 mah",2,"baru","timur",0,"unfurnished",288
9.9e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,1,"1300 mah",1,"sudah renovasi","timur",0,"unfurnished",343
4.75e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,1,"2200 mah",1,"baru","barat",1,"unfurnished",119
5.25e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",140
1.1e+09,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,1,"2200 mah",2,"bagus","tenggara",0,"semi furnished",155
9.2e+08,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",198
2.8e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,2,"11000 mah",2,"bagus","selatan",1,"semi furnished",509
1.7e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,1,"3300 mah",2,"bagus","timur",1,"semi furnished",252
1.25e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,1,"2200 mah",1,"bagus","utara",1,"semi furnished",178
2.85e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,2,"2200 mah",2,"baru","barat daya",0,"unfurnished",361
4.15e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,3,"4400 mah",2,"bagus","selatan",1,"unfurnished",1137
1.8e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,1,"3300 mah",2,"bagus sekali","selatan",0,"unfurnished",225
8e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,1,"1300 mah",1,"bagus","utara",1,"semi furnished",144
1.5e+09,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",208
7.79e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,1,"1300 mah",2,"baru","tenggara",0,"unfurnished",116
5.5e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,1,"1300 mah",1,"bagus","utara",0,"unfurnished",144
3.75e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,0,"1300 mah",1,"sudah renovasi","utara",2,"unfurnished",132
4.55e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,1,"1300 mah",1,"baru","utara",0,"semi furnished",117
9e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,1,"1300 mah",1,"sudah renovasi","timur",0,"unfurnished",210
9.67e+08,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,1,"2200 mah",2,"baru","selatan",1,"unfurnished",150
1.5e+09,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,0,"3500 mah",1,"sudah renovasi","barat laut",1,"unfurnished",390
3.9e+08,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",90
1.68e+08,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,1,"1300 mah",1,"baru","timur",1,"unfurnished",90
3e+08,"Kebalen, Bekasi","Kebalen"," Bekasi",-6.18942,107.0379879,1,"1300 mah",1,"baru","timur",0,"unfurnished",96
1.65e+09,"Kayuringin Jaya, Bekasi","Kayuringin Jaya"," Bekasi",-6.2386895,106.9847315,1,"2200 mah",1,"bagus","barat",0,"unfurnished",223
9e+08,"Kayuringin Jaya, Bekasi","Kayuringin Jaya"," Bekasi",-6.2386895,106.9847315,0,"lainnya mah",1,"baru","utara",0,"unfurnished",250
7.95e+08,"Bintara, Bekasi","Bintara"," Bekasi",-6.227202,106.9584634,1,"2200 mah",2,"bagus sekali","utara",0,"semi furnished",240
1e+09,"Bintara, Bekasi","Bintara"," Bekasi",-6.227202,106.9584634,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",180
1.9e+09,"Bintara, Bekasi","Bintara"," Bekasi",-6.227202,106.9584634,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",202
1.18e+09,"Jatirangga, Bekasi","Jatirangga"," Bekasi",-6.363249,106.9403936,1,"2200 mah",2,"baru","barat",0,"unfurnished",161
1.18e+09,"Jatirangga, Bekasi","Jatirangga"," Bekasi",-6.363249,106.9403936,1,"1300 mah",2,"baru","timur",1,"unfurnished",161
1.47e+09,"Cikarang, Bekasi","Cikarang"," Bekasi",-6.315046,107.1542629,1,"2200 mah",2,"baru","utara",0,"unfurnished",146
1.9e+09,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,2,"2200 mah",2,"bagus sekali","timur",0,"semi furnished",345
6.5e+08,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,1,"1300 mah",2,"baru","selatan",0,"unfurnished",118
1.45e+09,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,1,"2200 mah",2,"bagus","selatan",2,"unfurnished",430
9.25e+08,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,1,"1300 mah",1,"baru","barat",0,"unfurnished",188
9.5e+08,"Duta Harapan, Bekasi","Duta Harapan"," Bekasi",-6.217795,107.0160136,1,"2200 mah",2,"bagus","utara",0,"furnished",153
4.9e+08,"Jati Sari, Bekasi","Jati Sari"," Bekasi",-6.3372254,106.949501,1,"1300 mah",1,"baru","timur",0,"unfurnished",96
7.7e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,1,"1300 mah",1,"bagus","timur",0,"unfurnished",151
8.75e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,1,"2200 mah",2,"bagus","timur",1,"unfurnished",166
8.75e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,1,"2200 mah",2,"bagus","timur",1,"unfurnished",166
8.75e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,1,"2200 mah",2,"bagus","timur",1,"unfurnished",166
1.49e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,1,"2200 mah",2,"baru","timur",0,"unfurnished",207
2.75e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,2,"4400 mah",1,"sudah renovasi","selatan",0,"semi furnished",418
8.5e+08,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,2,"2200 mah",2,"baru","selatan",0,"unfurnished",203
1.9e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",182
2.5e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,2,"5500 mah",3,"sudah renovasi","barat",0,"furnished",600
3.1e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,2,"3500 mah",2,"bagus","utara",0,"unfurnished",429
7e+08,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,2,"2200 mah",1,"baru","timur",2,"unfurnished",133
9.3e+08,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,1,"2200 mah",1,"butuh renovasi","selatan",0,"unfurnished",108
2.7e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,1,"3300 mah",2,"bagus","utara",0,"semi furnished",291
4.2e+08,"Tanah Tinggi, Bekasi","Tanah Tinggi"," Bekasi",-6.1675557,107.0039392,1,"1300 mah",1,"baru","barat",0,"unfurnished",96
1.2e+09,"Jaka Sampurna, Bekasi","Jaka Sampurna"," Bekasi",-6.243724,106.965328,1,"1300 mah",1,"bagus","timur",1,"semi furnished",197
1.95e+09,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,1,"2200 mah",1,"bagus","utara",0,"unfurnished",320
1.4e+09,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,1,"1300 mah",1,"bagus","timur",1,"unfurnished",284
3.85e+08,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,1,"1300 mah",1,"baru","selatan",1,"semi furnished",117
9.5e+08,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,1,"2200 mah",2,"bagus","barat",0,"semi furnished",190
4.81e+08,"Tambun Utara, Bekasi","Tambun Utara"," Bekasi",-6.1996851,107.0622475,1,"1300 mah",1,"baru","timur",0,"unfurnished",108
7.23e+08,"Kaliabang, Bekasi","Kaliabang"," Bekasi",-6.189063,107.002482,1,"1300 mah",2,"baru","timur",1,"semi furnished",201
8.5e+08,"Mustikasari, Bekasi","Mustikasari"," Bekasi",-6.2912516,107.0077795,1,"2200 mah",2,"baru","tenggara",1,"semi furnished",113
4e+08,"Mustikasari, Bekasi","Mustikasari"," Bekasi",-6.2912516,107.0077795,2,"1300 mah",1,"bagus","barat",2,"unfurnished",119
6.25e+08,"Cimuning, Bekasi","Cimuning"," Bekasi",-6.3225674,107.0232889,1,"1300 mah",1,"baru","timur",0,"unfurnished",120
6e+09,"Caman, Bekasi","Caman"," Bekasi",-6.2573002,106.9468458,12,"6600 mah",2,"bagus","selatan",0,"unfurnished",1790
1.4e+09,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,1,"2200 mah",2,"bagus","barat",0,"unfurnished",277
6.5e+08,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,1,"1300 mah",1,"sudah renovasi","barat",0,"unfurnished",154
4.85e+09,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,1,"5500 mah",2,"bagus","barat",1,"furnished",778
7e+08,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,2,"2200 mah",1,"bagus","timur",2,"unfurnished",142
4.18e+08,"Satriajaya, Bekasi","Satriajaya"," Bekasi",-6.211545,107.05022,1,"1300 mah",2,"baru","timur",0,"unfurnished",108
9.75e+08,"Pekayon, Bekasi","Pekayon"," Bekasi",-6.259046,106.9825249,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",173
1.4e+09,"Harapan Mulya, Bekasi","Harapan Mulya"," Bekasi",-6.2273535,106.9901524,1,"2200 mah",1,"bagus","timur",0,"unfurnished",360
8.5e+08,"Harapan Jaya, Bekasi","Harapan Jaya"," Bekasi",-6.2083839,106.990291,1,"1300 mah",1,"baru","utara",0,"unfurnished",159
9.5e+08,"Jatikramat, Bekasi","Jatikramat"," Bekasi",-6.2780509,106.946889,1,"2200 mah",2,"baru","barat",1,"unfurnished",145
2.3e+09,"Jatimurni, Bekasi","Jatimurni"," Bekasi",-6.327651,106.930195,2,"5500 mah",2,"bagus","timur",0,"semi furnished",760
6.95e+08,"Jatimurni, Bekasi","Jatimurni"," Bekasi",-6.327651,106.930195,1,"1300 mah",2,"bagus","barat",0,"semi furnished",169
6.95e+08,"Jatimurni, Bekasi","Jatimurni"," Bekasi",-6.327651,106.930195,1,"1300 mah",2,"bagus","barat",0,"unfurnished",160
9.8e+08,"Jatimelati, Bekasi","Jatimelati"," Bekasi",-6.315665,106.931219,1,"1300 mah",1,"bagus","barat",0,"unfurnished",213
6e+08,"Karang Satria, Bekasi","Karang Satria"," Bekasi",-6.22255,107.041882,2,"1300 mah",2,"bagus","timur",0,"unfurnished",200
3.99e+08,"Karang Satria, Bekasi","Karang Satria"," Bekasi",-6.22255,107.041882,1,"1300 mah",1,"bagus","utara",0,"semi furnished",126
4.5e+08,"Karang Satria, Bekasi","Karang Satria"," Bekasi",-6.22255,107.041882,1,"1300 mah",1,"baru","utara",0,"unfurnished",122
2.3e+09,"Kranji, Bekasi","Kranji"," Bekasi",-6.2281985,106.9760771,2,"2200 mah",2,"sudah renovasi","timur",0,"semi furnished",343
1.3e+09,"Margahayu, Bekasi","Margahayu"," Bekasi",-6.2510934,107.0118029,1,"3300 mah",1,"bagus","timur",2,"unfurnished",266
2.65e+08,"Serang Baru, Bekasi","Serang Baru"," Bekasi",-6.3954375,107.1176339,1,"lainnya mah",1,"bagus","utara",0,"semi furnished",96
3.8e+08,"Serang Baru, Bekasi","Serang Baru"," Bekasi",-6.3954375,107.1176339,1,"1300 mah",1,"bagus","timur",0,"semi furnished",145
1.6e+08,"Serang Baru, Bekasi","Serang Baru"," Bekasi",-6.3954375,107.1176339,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",110
7.7e+08,"Duren Jaya, Bekasi","Duren Jaya"," Bekasi",-6.2377114,107.0238565,1,"2200 mah",1,"bagus","timur",0,"unfurnished",180
7.5e+08,"Jati Luhur, Bekasi","Jati Luhur"," Bekasi",-6.3195624,106.95125,1,"1300 mah",1,"baru","barat",0,"unfurnished",132
6.9e+08,"Jababeka, Bekasi","Jababeka"," Bekasi",-6.2890467,107.1349794,2,"2200 mah",2,"baru","timur",2,"unfurnished",145
7e+08,"Komsen, Bekasi","Komsen"," Bekasi",-6.2875516,106.9456702,2,"2200 mah",1,"baru","timur",2,"unfurnished",123
9.95e+08,"Jatiranggon, Bekasi","Jatiranggon"," Bekasi",-6.3393255,106.9292124,1,"2200 mah",2,"baru","timur",1,"unfurnished",148
1.1e+09,"Jati Cempaka, Bekasi","Jati Cempaka"," Bekasi",-6.2606564,106.9157185,1,"1300 mah",1,"bagus","barat",0,"unfurnished",402
5e+08,"Golden City, Bekasi","Golden City"," Bekasi",-6.2873333,106.8931387,1,"1300 mah",1,"butuh renovasi","utara",0,"unfurnished",184
2.4e+09,"Pedurenan, Bekasi","Pedurenan"," Bekasi",-6.3165035,107.005596,0,"2200 mah",2,"bagus","selatan",0,"furnished",525
2.4e+09,"Pedurenan, Bekasi","Pedurenan"," Bekasi",-6.3165035,107.005596,0,"2200 mah",2,"bagus","selatan",0,"furnished",525
1.29e+09,"Medan Satria, Bekasi","Medan Satria"," Bekasi",-6.2036815,106.982591,1,"3500 mah",2,"bagus sekali","selatan",0,"unfurnished",254
4.5e+09,"Cilendek Timur, Bogor","Cilendek Timur"," Bogor",-6.569745,106.7772769,3,"4400 mah",2,"bagus","barat",0,"furnished",664
1.15e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"6600 mah",2,"bagus","barat daya",1,"semi furnished",1324
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"6600 mah",2,"baru","selatan",6,"unfurnished",820
1.65e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,4,"3500 mah",2,"bagus","selatan",4,"unfurnished",3416
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"6600 mah",2,"baru","utara",2,"unfurnished",820
5.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"bagus sekali","utara",1,"semi furnished",822
5.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"bagus sekali","timur laut",0,"furnished",562
6.2e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"sudah renovasi","utara",2,"furnished",854
1.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",314
2.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"3300 mah",1,"sudah renovasi","selatan",1,"unfurnished",326
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"4400 mah",2,"bagus","timur",0,"semi furnished",823
1.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"3500 mah",2,"bagus","barat daya",0,"semi furnished",277
1.25e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"2200 mah",2,"bagus","utara",0,"unfurnished",249
7e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"baru","barat",1,"unfurnished",177
8.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"6600 mah",4,"bagus","selatan",1,"unfurnished",970
1.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"2200 mah",2,"baru","utara",0,"unfurnished",228
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,4,"2200 mah",2,"sudah renovasi","timur laut",0,"semi furnished",963
1.8e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"6600 mah",3,"baru","barat daya",2,"furnished",1250
3e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"5500 mah",2,"bagus","barat daya",1,"unfurnished",4286
3e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"5500 mah",2,"bagus","barat daya",1,"unfurnished",4286
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"butuh renovasi","selatan",1,"unfurnished",424
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"butuh renovasi","selatan",1,"unfurnished",424
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"2200 mah",3,"butuh renovasi","timur",2,"unfurnished",441
2.4e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3300 mah",2,"butuh renovasi","timur",1,"unfurnished",328
1.65e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",2,"baru","timur laut",0,"unfurnished",173
1.15e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","timur",2,"unfurnished",1033
7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"5500 mah",2,"baru","timur laut",1,"unfurnished",740
3.17e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3500 mah",2,"bagus","barat daya",0,"unfurnished",604
3.16e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3500 mah",2,"bagus","barat daya",0,"unfurnished",604
3.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3500 mah",2,"bagus","barat daya",0,"unfurnished",604
1.1e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","barat",2,"unfurnished",1038
6e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3500 mah",3,"butuh renovasi","utara",2,"unfurnished",926
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"bagus","tenggara",1,"unfurnished",424
1.25e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",1,"bagus","timur",0,"unfurnished",232
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"5500 mah",2,"bagus","barat daya",2,"semi furnished",684
9.5e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3500 mah",1,"bagus","barat",0,"unfurnished",158
1e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"butuh renovasi","utara",0,"unfurnished",213
1.65e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",3,"baru","timur laut",0,"unfurnished",173
9.45e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"baru","selatan",0,"unfurnished",160
1.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"4400 mah",2,"bagus","utara",0,"unfurnished",240
7.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","timur laut",2,"unfurnished",740
7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","timur laut",2,"unfurnished",673
7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","timur laut",2,"unfurnished",673
1.15e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","timur",2,"unfurnished",1033
7.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"5500 mah",2,"baru","timur laut",2,"unfurnished",740
2.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3500 mah",2,"bagus","timur laut",1,"unfurnished",465
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"bagus","timur",2,"semi furnished",823
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"5500 mah",2,"bagus","barat daya",2,"semi furnished",684
5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3500 mah",2,"bagus","timur",3,"unfurnished",798
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3300 mah",2,"bagus","barat",0,"unfurnished",545
1.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"bagus","utara",1,"unfurnished",314
5.7e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"2200 mah",2,"baru","selatan",0,"unfurnished",318
6e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"2200 mah",2,"baru","timur",2,"unfurnished",126
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"bagus","timur",0,"furnished",523
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"2200 mah",2,"baru","selatan",0,"unfurnished",318
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3300 mah",3,"butuh renovasi","timur",2,"unfurnished",441
2.1e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3300 mah",2,"bagus","utara",1,"unfurnished",225
1.6e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"bagus","utara",1,"semi furnished",300
8e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",1,"bagus","utara",0,"unfurnished",240
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"bagus","timur",1,"furnished",563
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",3,"sudah renovasi","timur",1,"unfurnished",441
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"bagus","timur",1,"furnished",563
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",3,"sudah renovasi","timur",1,"unfurnished",441
1.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"bagus","selatan",1,"semi furnished",142
1.95e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,6,"11000 mah",2,"bagus","utara",2,"furnished",2110
